occ_year,occ_hour,premises_type,age_cohort
2016,12,Apartment,65 and above
2016,8,Apartment,25 to 34
2016,13,House,25 to 34
2016,12,Apartment,65 and above
2016,19,Apartment,25 to 34
2016,17,Outside,35 to 44
2016,19,Apartment,25 to 34
2016,18,Apartment,55 to 64
2016,21,Other,55 to 64
2016,8,Outside,25 to 34
2016,20,House,35 to 44
2016,8,House,35 to 44
2016,8,Outside,45 to 54
2016,21,House,18 to 24
2016,15,Other,25 to 34
2016,15,Outside,45 to 54
2016,11,Other,55 to 64
2016,23,Outside,55 to 64
2016,23,Apartment,18 to 24
2016,21,Apartment,25 to 34
2016,14,Other,35 to 44
2016,12,Apartment,55 to 64
2016,17,Outside,25 to 34
2016,15,Other,35 to 44
2016,5,Commercial,18 to 24
2016,12,Other,25 to 34
2016,23,Outside,45 to 54
2016,3,Apartment,18 to 24
2016,7,Outside,65 and above
2016,5,Apartment,55 to 64
2016,2,Apartment,35 to 44
2016,22,Apartment,45 to 54
2016,21,Other,45 to 54
2016,16,Outside,35 to 44
2016,4,Apartment,18 to 24
2016,23,Outside,18 to 24
2016,21,Outside,25 to 34
2016,8,Other,35 to 44
2016,20,Apartment,25 to 34
2016,2,Apartment,45 to 54
2016,7,Apartment,25 to 34
2016,18,Outside,45 to 54
2016,17,Transit,Not Recorded
2016,22,Outside,18 to 24
2016,2,Outside,35 to 44
2016,9,Apartment,65 and above
2016,18,Apartment,55 to 64
2016,18,Apartment,45 to 54
2016,21,Commercial,55 to 64
2016,13,Apartment,18 to 24
2016,4,Apartment,45 to 54
2016,21,Apartment,18 to 24
2016,9,Outside,25 to 34
2016,15,Apartment,35 to 44
2016,17,Apartment,35 to 44
2016,15,Apartment,35 to 44
2016,1,Apartment,25 to 34
2016,1,Apartment,18 to 24
2016,9,Apartment,Not Recorded
2016,22,Outside,45 to 54
2016,2,Outside,18 to 24
2016,18,Outside,18 to 24
2016,14,Outside,25 to 34
2016,16,Apartment,18 to 24
2016,14,Outside,35 to 44
2016,20,Other,35 to 44
2016,14,Apartment,35 to 44
2016,17,Apartment,25 to 34
2016,13,Apartment,25 to 34
2016,21,Educational,18 to 24
2016,20,Transit,25 to 34
2016,6,Outside,35 to 44
2016,11,Other,35 to 44
2016,12,Apartment,25 to 34
2016,19,Outside,35 to 44
2016,11,Outside,35 to 44
2016,20,House,25 to 34
2016,18,Apartment,25 to 34
2016,1,House,18 to 24
2016,12,Outside,35 to 44
2016,6,Apartment,45 to 54
2016,15,Other,25 to 34
2016,13,Outside,55 to 64
2016,14,Apartment,55 to 64
2016,17,Transit,55 to 64
2016,4,Apartment,25 to 34
2016,12,Apartment,18 to 24
2016,9,House,35 to 44
2016,12,Apartment,45 to 54
2016,12,Educational,55 to 64
2016,1,Apartment,25 to 34
2016,6,House,55 to 64
2016,12,Apartment,55 to 64
2016,2,Apartment,65 and above
2016,22,Apartment,35 to 44
2016,23,Outside,25 to 34
2016,13,Other,25 to 34
2016,15,Apartment,25 to 34
2016,10,Apartment,18 to 24
2016,14,Apartment,45 to 54
2016,19,Apartment,18 to 24
2016,11,Apartment,55 to 64
2016,18,Commercial,25 to 34
2016,8,Outside,25 to 34
2016,20,Outside,25 to 34
2016,12,Transit,25 to 34
2016,16,House,25 to 34
2016,21,Apartment,18 to 24
2016,20,Transit,45 to 54
2016,23,Apartment,55 to 64
2016,23,Outside,25 to 34
2016,17,Apartment,55 to 64
2016,23,House,18 to 24
2016,14,House,35 to 44
2016,15,Transit,18 to 24
2016,8,House,35 to 44
2016,17,Other,55 to 64
2016,1,Apartment,45 to 54
2016,18,Outside,65 and above
2016,21,Apartment,25 to 34
2016,19,Outside,25 to 34
2016,16,Outside,55 to 64
2016,16,Apartment,55 to 64
2016,6,Outside,18 to 24
2016,4,House,18 to 24
2016,8,Outside,65 and above
2016,21,Apartment,18 to 24
2016,11,House,65 and above
2016,1,Apartment,25 to 34
2016,9,House,25 to 34
2016,15,Outside,35 to 44
2016,8,House,18 to 24
2016,23,Apartment,35 to 44
2016,12,Apartment,45 to 54
2016,9,House,18 to 24
2016,12,Apartment,45 to 54
2016,18,House,25 to 34
2016,11,Apartment,65 and above
2016,19,Apartment,35 to 44
2016,19,Apartment,45 to 54
2016,11,Other,25 to 34
2016,10,Other,65 and above
2016,12,House,18 to 24
2016,23,Apartment,35 to 44
2016,11,House,45 to 54
2016,16,House,18 to 24
2016,23,House,25 to 34
2016,13,Outside,45 to 54
2016,23,Outside,18 to 24
2016,15,Transit,25 to 34
2016,21,Outside,18 to 24
2016,14,Apartment,25 to 34
2016,23,House,35 to 44
2016,19,Apartment,45 to 54
2016,11,House,35 to 44
2016,15,Outside,55 to 64
2016,23,House,35 to 44
2016,1,House,25 to 34
2016,8,Apartment,35 to 44
2016,11,Transit,45 to 54
2016,22,Other,25 to 34
2016,23,Apartment,55 to 64
2016,18,Outside,Not Recorded
2016,1,Other,25 to 34
2016,8,House,25 to 34
2016,4,Commercial,25 to 34
2016,20,Other,35 to 44
2016,14,Apartment,65 and above
2016,10,Other,18 to 24
2016,13,Apartment,35 to 44
2016,17,Apartment,65 and above
2016,9,Outside,18 to 24
2016,11,Apartment,35 to 44
2016,21,House,25 to 34
2016,16,Apartment,55 to 64
2016,21,Apartment,25 to 34
2016,11,Outside,55 to 64
2016,12,Apartment,55 to 64
2016,11,Outside,65 and above
2016,11,Apartment,Not Recorded
2016,23,Apartment,25 to 34
2016,12,Apartment,55 to 64
2016,18,Apartment,65 and above
2016,18,House,25 to 34
2016,10,Other,55 to 64
2016,20,Apartment,25 to 34
2016,14,Outside,45 to 54
2016,10,Apartment,45 to 54
2016,21,Outside,25 to 34
2016,15,Apartment,35 to 44
2016,13,Other,35 to 44
2016,14,House,35 to 44
2016,15,Other,25 to 34
2016,21,Apartment,65 and above
2016,21,Apartment,25 to 34
2016,8,House,55 to 64
2016,16,Outside,45 to 54
2016,18,Outside,45 to 54
2016,14,Other,18 to 24
2016,16,Commercial,18 to 24
2016,2,Apartment,18 to 24
2016,11,Apartment,25 to 34
2016,21,Transit,25 to 34
2016,15,Apartment,45 to 54
2016,14,Transit,18 to 24
2016,11,Other,Not Recorded
2016,15,Other,35 to 44
2016,9,Transit,18 to 24
2016,3,Apartment,18 to 24
2016,17,Outside,35 to 44
2016,21,Outside,35 to 44
2016,5,House,18 to 24
2016,9,Apartment,25 to 34
2016,12,Outside,35 to 44
2016,20,Commercial,35 to 44
2016,7,Apartment,18 to 24
2016,3,House,25 to 34
2016,16,Other,18 to 24
2016,3,Commercial,Not Recorded
2016,23,Apartment,45 to 54
2016,10,Outside,18 to 24
2016,4,Apartment,45 to 54
2016,20,House,25 to 34
2016,17,Apartment,25 to 34
2016,17,House,45 to 54
2016,3,Apartment,45 to 54
2016,22,Outside,35 to 44
2016,2,Apartment,18 to 24
2016,15,Apartment,65 and above
2016,7,Outside,35 to 44
2016,15,Other,25 to 34
2016,23,Transit,18 to 24
2016,18,Other,25 to 34
2016,3,Outside,35 to 44
2016,16,Apartment,55 to 64
2016,19,Apartment,25 to 34
2016,19,Apartment,25 to 34
2016,9,Apartment,35 to 44
2016,12,House,55 to 64
2016,17,Apartment,35 to 44
2016,10,Apartment,55 to 64
2016,8,Apartment,65 and above
2016,20,Outside,35 to 44
2016,5,Apartment,18 to 24
2016,10,Apartment,18 to 24
2016,14,Other,25 to 34
2016,21,Transit,25 to 34
2016,16,House,25 to 34
2016,5,Apartment,45 to 54
2016,2,Apartment,35 to 44
2016,15,Outside,18 to 24
2016,12,Outside,65 and above
2016,10,Apartment,35 to 44
2016,17,Outside,18 to 24
2016,19,Outside,25 to 34
2016,17,Outside,25 to 34
2016,22,Outside,25 to 34
2016,16,Other,65 and above
2016,6,Apartment,18 to 24
2016,17,Apartment,25 to 34
2016,5,Outside,18 to 24
2016,7,Other,55 to 64
2016,1,Outside,25 to 34
2016,16,House,35 to 44
2016,22,Outside,18 to 24
2016,4,Other,25 to 34
2016,3,Apartment,35 to 44
2016,9,Apartment,65 and above
2016,9,House,25 to 34
2016,10,Transit,55 to 64
2016,11,Transit,55 to 64
2016,10,House,25 to 34
2016,9,Outside,25 to 34
2016,12,Outside,18 to 24
2016,7,Other,45 to 54
2016,13,House,45 to 54
2016,22,Outside,18 to 24
2016,18,Apartment,45 to 54
2016,21,Apartment,25 to 34
2016,6,Commercial,18 to 24
2016,17,Outside,25 to 34
2016,16,Apartment,35 to 44
2016,20,Apartment,35 to 44
2016,10,House,18 to 24
2016,1,Educational,25 to 34
2016,22,House,45 to 54
2016,13,Other,35 to 44
2016,23,Apartment,25 to 34
2016,22,Apartment,45 to 54
2016,20,Other,25 to 34
2016,2,Apartment,55 to 64
2016,10,House,35 to 44
2016,17,House,25 to 34
2016,12,Other,18 to 24
2016,20,Apartment,25 to 34
2016,16,Other,45 to 54
2016,19,Other,25 to 34
2016,16,House,45 to 54
2016,17,Apartment,25 to 34
2016,9,Apartment,55 to 64
2016,19,Apartment,25 to 34
2016,15,Other,25 to 34
2016,4,Other,18 to 24
2016,9,Outside,18 to 24
2016,17,Apartment,25 to 34
2016,10,Other,25 to 34
2016,15,Other,65 and above
2016,16,House,18 to 24
2016,9,Apartment,45 to 54
2016,9,Outside,25 to 34
2016,20,House,35 to 44
2016,15,Apartment,55 to 64
2016,12,House,18 to 24
2016,17,Apartment,18 to 24
2016,3,Apartment,25 to 34
2016,3,Outside,18 to 24
2016,13,Outside,18 to 24
2016,23,Apartment,18 to 24
2016,23,Commercial,65 and above
2016,22,Apartment,25 to 34
2016,11,Apartment,25 to 34
2016,13,Outside,18 to 24
2016,11,Apartment,25 to 34
2016,7,Outside,45 to 54
2016,4,House,18 to 24
2016,14,Outside,45 to 54
2016,12,Other,25 to 34
2016,16,House,65 and above
2016,19,House,45 to 54
2016,15,House,18 to 24
2016,21,House,35 to 44
2016,3,Commercial,25 to 34
2016,19,Outside,25 to 34
2016,11,Other,25 to 34
2016,11,Apartment,45 to 54
2016,18,Apartment,55 to 64
2016,6,Apartment,25 to 34
2016,21,Transit,45 to 54
2016,2,Outside,18 to 24
2016,17,House,25 to 34
2016,9,Apartment,65 and above
2016,14,Educational,35 to 44
2016,17,House,25 to 34
2016,11,Outside,25 to 34
2016,17,House,25 to 34
2016,11,House,25 to 34
2016,10,Other,45 to 54
2016,1,Apartment,18 to 24
2016,15,House,25 to 34
2016,20,Other,45 to 54
2016,4,Apartment,18 to 24
2016,13,Other,45 to 54
2016,6,Apartment,25 to 34
2016,18,Other,35 to 44
2016,17,Educational,18 to 24
2016,9,Transit,25 to 34
2016,17,Apartment,25 to 34
2016,14,Outside,35 to 44
2016,17,Apartment,45 to 54
2016,14,Transit,35 to 44
2016,21,Outside,25 to 34
2016,2,Outside,65 and above
2016,23,Apartment,25 to 34
2016,14,Other,25 to 34
2016,18,Commercial,55 to 64
2016,3,Other,18 to 24
2016,20,House,18 to 24
2016,10,Other,65 and above
2016,8,Outside,35 to 44
2016,6,Apartment,45 to 54
2016,5,Outside,25 to 34
2016,7,House,18 to 24
2016,20,Outside,25 to 34
2016,4,House,45 to 54
2016,3,Educational,18 to 24
2016,16,Apartment,18 to 24
2016,19,Commercial,18 to 24
2016,5,Outside,Not Recorded
2016,2,Other,25 to 34
2016,21,Transit,18 to 24
2016,12,Outside,45 to 54
2016,22,Other,18 to 24
2016,17,House,18 to 24
2016,15,Apartment,25 to 34
2016,2,Outside,35 to 44
2016,21,Other,65 and above
2016,19,Apartment,18 to 24
2016,19,Commercial,45 to 54
2016,14,Other,25 to 34
2016,18,House,18 to 24
2016,19,Apartment,45 to 54
2016,22,Outside,25 to 34
2016,23,Other,18 to 24
2016,3,Outside,55 to 64
2016,3,Apartment,35 to 44
2016,18,Apartment,25 to 34
2016,22,Apartment,45 to 54
2016,10,House,25 to 34
2016,19,Commercial,25 to 34
2016,1,Apartment,25 to 34
2016,14,House,25 to 34
2016,17,Apartment,45 to 54
2016,17,Outside,18 to 24
2016,2,Apartment,18 to 24
2016,13,House,45 to 54
2016,21,House,35 to 44
2016,18,Apartment,55 to 64
2016,9,Outside,45 to 54
2016,18,House,35 to 44
2016,6,Other,65 and above
2016,6,Commercial,45 to 54
2016,14,Outside,25 to 34
2016,21,Apartment,35 to 44
2016,9,Outside,25 to 34
2016,12,Outside,25 to 34
2016,21,Apartment,18 to 24
2016,12,House,45 to 54
2016,16,Other,55 to 64
2016,10,Other,55 to 64
2016,13,Other,Not Recorded
2016,18,Outside,25 to 34
2016,11,Transit,25 to 34
2016,14,Other,25 to 34
2016,12,Apartment,45 to 54
2016,10,Other,45 to 54
2016,22,Commercial,25 to 34
2016,5,Apartment,18 to 24
2016,6,House,45 to 54
2016,7,Other,25 to 34
2016,19,Apartment,55 to 64
2016,1,Outside,25 to 34
2016,1,Apartment,65 and above
2016,21,Apartment,35 to 44
2016,18,Apartment,45 to 54
2016,20,Apartment,65 and above
2016,12,Other,65 and above
2016,17,Apartment,25 to 34
2016,17,Apartment,55 to 64
2016,10,Apartment,18 to 24
2016,2,House,18 to 24
2016,16,Apartment,25 to 34
2016,11,Apartment,65 and above
2016,16,Other,45 to 54
2016,15,House,55 to 64
2016,19,Other,35 to 44
2016,19,Outside,25 to 34
2016,13,Apartment,45 to 54
2016,12,Outside,45 to 54
2016,16,House,18 to 24
2016,13,Other,45 to 54
2016,23,Apartment,25 to 34
2016,11,Other,55 to 64
2016,18,Apartment,35 to 44
2016,6,Outside,65 and above
2016,22,Outside,45 to 54
2016,21,Apartment,18 to 24
2016,15,House,45 to 54
2016,18,Apartment,45 to 54
2016,13,Apartment,25 to 34
2016,9,House,45 to 54
2016,10,Outside,35 to 44
2016,19,Other,35 to 44
2016,5,Educational,25 to 34
2016,21,Outside,25 to 34
2016,9,Outside,45 to 54
2016,20,Outside,18 to 24
2016,10,Other,65 and above
2016,15,Other,65 and above
2016,22,House,55 to 64
2016,20,House,35 to 44
2016,22,House,35 to 44
2016,12,House,45 to 54
2016,15,Outside,45 to 54
2016,10,Apartment,25 to 34
2016,15,Outside,35 to 44
2016,10,House,25 to 34
2016,19,Other,45 to 54
2016,14,Other,55 to 64
2016,18,Apartment,25 to 34
2016,1,Apartment,18 to 24
2016,20,Outside,55 to 64
2016,4,Apartment,35 to 44
2016,7,Outside,18 to 24
2016,10,Apartment,25 to 34
2016,10,Commercial,18 to 24
2016,10,Outside,Not Recorded
2016,12,Apartment,45 to 54
2016,12,Other,65 and above
2016,10,House,65 and above
2016,16,Other,35 to 44
2016,14,Apartment,65 and above
2016,21,House,35 to 44
2016,19,Apartment,18 to 24
2016,12,House,45 to 54
2016,14,Other,45 to 54
2016,2,Apartment,65 and above
2016,14,Apartment,55 to 64
2016,10,Outside,35 to 44
2016,13,Commercial,35 to 44
2016,17,Outside,35 to 44
2016,19,House,45 to 54
2016,14,Commercial,25 to 34
2016,12,Apartment,18 to 24
2016,21,Educational,18 to 24
2016,18,Other,25 to 34
2016,20,Other,18 to 24
2016,10,House,45 to 54
2016,14,Apartment,35 to 44
2016,9,Outside,18 to 24
2016,7,Apartment,55 to 64
2016,11,Other,55 to 64
2016,17,Other,18 to 24
2016,22,House,35 to 44
2016,22,Apartment,35 to 44
2016,16,House,35 to 44
2016,9,Apartment,65 and above
2016,21,Apartment,45 to 54
2016,10,Other,45 to 54
2016,20,Outside,25 to 34
2016,19,Commercial,35 to 44
2016,14,Apartment,18 to 24
2016,18,Apartment,55 to 64
2016,10,Apartment,18 to 24
2016,17,Apartment,65 and above
2016,10,Outside,35 to 44
2016,12,Apartment,Not Recorded
2016,23,Outside,18 to 24
2016,16,Apartment,55 to 64
2016,21,Apartment,25 to 34
2016,13,Apartment,55 to 64
2016,9,Apartment,18 to 24
2016,14,Outside,18 to 24
2016,18,Commercial,18 to 24
2016,9,House,18 to 24
2016,7,Apartment,18 to 24
2016,19,Other,55 to 64
2016,18,Outside,25 to 34
2016,21,House,25 to 34
2016,19,Apartment,18 to 24
2016,13,Apartment,18 to 24
2016,3,Apartment,Not Recorded
2016,10,Apartment,25 to 34
2016,12,Apartment,45 to 54
2016,10,Other,25 to 34
2016,2,Apartment,65 and above
2016,16,Educational,25 to 34
2016,12,Apartment,45 to 54
2016,10,Apartment,55 to 64
2016,13,Apartment,55 to 64
2016,12,Other,25 to 34
2016,19,Outside,25 to 34
2016,13,Other,35 to 44
2016,14,House,45 to 54
2016,20,Outside,18 to 24
2016,8,Outside,35 to 44
2016,20,Apartment,45 to 54
2016,15,Apartment,18 to 24
2016,18,Apartment,35 to 44
2016,18,House,55 to 64
2016,10,Outside,18 to 24
2016,5,Apartment,18 to 24
2016,7,Other,65 and above
2016,16,Commercial,45 to 54
2016,11,House,45 to 54
2016,11,Commercial,18 to 24
2016,6,Other,35 to 44
2016,10,Apartment,55 to 64
2016,23,Outside,25 to 34
2016,23,Apartment,55 to 64
2016,9,Outside,25 to 34
2016,6,Outside,18 to 24
2016,19,Commercial,25 to 34
2016,19,Other,25 to 34
2016,17,Apartment,65 and above
2016,20,Other,65 and above
2016,22,Transit,18 to 24
2016,17,Apartment,18 to 24
2016,19,Apartment,Not Recorded
2016,12,Apartment,55 to 64
2016,7,House,25 to 34
2016,9,House,65 and above
2016,22,Other,45 to 54
2016,19,Apartment,55 to 64
2016,22,Apartment,18 to 24
2016,2,Outside,18 to 24
2016,20,Transit,65 and above
2016,21,Apartment,25 to 34
2016,11,Apartment,35 to 44
2016,17,Apartment,45 to 54
2016,14,Apartment,25 to 34
2016,13,Outside,45 to 54
2016,13,Transit,55 to 64
2016,7,Apartment,45 to 54
2016,15,Apartment,25 to 34
2016,7,Outside,Not Recorded
2016,4,Outside,18 to 24
2016,21,Commercial,25 to 34
2016,13,Other,45 to 54
2016,16,Other,25 to 34
2016,7,Apartment,55 to 64
2016,9,Apartment,35 to 44
2016,17,Apartment,18 to 24
2016,22,House,25 to 34
2016,12,Other,65 and above
2016,20,Apartment,25 to 34
2016,11,House,25 to 34
2016,13,Outside,25 to 34
2016,11,House,55 to 64
2016,17,Other,25 to 34
2016,23,Apartment,25 to 34
2016,16,Other,55 to 64
2016,11,Apartment,25 to 34
2016,17,House,55 to 64
2016,15,Other,18 to 24
2016,17,Apartment,18 to 24
2016,10,Outside,25 to 34
2016,14,Other,25 to 34
2016,10,Apartment,55 to 64
2016,12,Apartment,35 to 44
2016,18,Other,55 to 64
2016,17,Apartment,55 to 64
2016,16,Apartment,18 to 24
2016,23,Other,45 to 54
2016,9,Apartment,55 to 64
2016,23,House,35 to 44
2016,11,Commercial,35 to 44
2016,13,Other,35 to 44
2016,10,House,25 to 34
2016,15,Other,25 to 34
2016,12,Other,55 to 64
2016,15,Apartment,55 to 64
2016,9,Apartment,55 to 64
2016,18,Apartment,45 to 54
2016,5,Apartment,45 to 54
2016,17,Apartment,25 to 34
2016,13,Other,25 to 34
2016,20,Apartment,18 to 24
2016,5,Apartment,25 to 34
2016,14,Apartment,35 to 44
2016,6,Apartment,18 to 24
2016,19,Apartment,25 to 34
2016,19,Apartment,Not Recorded
2016,13,Outside,55 to 64
2016,3,Outside,18 to 24
2016,2,Outside,18 to 24
2016,14,Apartment,55 to 64
2016,12,Apartment,25 to 34
2016,10,House,35 to 44
2016,1,Outside,18 to 24
2016,9,Apartment,45 to 54
2016,13,House,35 to 44
2016,15,House,35 to 44
2016,18,Other,35 to 44
2016,6,House,45 to 54
2016,13,Apartment,18 to 24
2016,21,Apartment,25 to 34
2016,17,House,55 to 64
2016,8,Apartment,35 to 44
2016,22,Apartment,35 to 44
2016,9,Apartment,35 to 44
2016,19,Other,18 to 24
2016,13,Other,25 to 34
2016,20,Outside,18 to 24
2016,9,House,25 to 34
2016,15,Apartment,18 to 24
2016,13,Other,55 to 64
2016,23,Apartment,55 to 64
2016,12,Apartment,18 to 24
2016,8,Apartment,18 to 24
2016,13,Apartment,45 to 54
2016,16,Other,35 to 44
2016,11,House,35 to 44
2016,23,Apartment,18 to 24
2016,10,Apartment,25 to 34
2016,14,Apartment,18 to 24
2016,17,Commercial,25 to 34
2016,12,Apartment,65 and above
2016,13,Apartment,35 to 44
2016,16,House,55 to 64
2016,11,Other,65 and above
2016,16,House,45 to 54
2016,12,Outside,35 to 44
2016,9,House,45 to 54
2016,21,Other,18 to 24
2016,11,Other,35 to 44
2016,23,Apartment,18 to 24
2016,10,Apartment,25 to 34
2016,9,House,45 to 54
2016,18,Outside,45 to 54
2016,20,House,25 to 34
2016,23,Apartment,25 to 34
2016,11,House,45 to 54
2016,9,Outside,25 to 34
2016,22,Other,35 to 44
2016,11,Apartment,65 and above
2016,1,Apartment,25 to 34
2016,14,Apartment,35 to 44
2016,15,Apartment,45 to 54
2016,8,Apartment,55 to 64
2016,9,Outside,25 to 34
2016,20,Outside,45 to 54
2016,9,House,55 to 64
2016,8,Outside,25 to 34
2016,4,House,45 to 54
2016,9,Other,35 to 44
2016,13,Educational,18 to 24
2016,22,Outside,45 to 54
2016,11,Apartment,35 to 44
2016,8,Apartment,18 to 24
2016,12,Other,35 to 44
2016,15,Apartment,55 to 64
2016,18,House,45 to 54
2016,18,Apartment,25 to 34
2016,9,Apartment,45 to 54
2016,15,House,18 to 24
2016,17,Apartment,35 to 44
2016,14,Other,18 to 24
2016,20,Apartment,18 to 24
2016,12,Apartment,25 to 34
2016,4,Apartment,25 to 34
2016,9,House,35 to 44
2016,22,Apartment,25 to 34
2016,20,House,35 to 44
2016,14,House,55 to 64
2016,15,House,18 to 24
2016,12,Apartment,25 to 34
2016,19,Outside,18 to 24
2016,1,House,25 to 34
2016,8,Other,18 to 24
2016,17,Outside,45 to 54
2016,4,Commercial,25 to 34
2016,14,House,25 to 34
2016,23,House,35 to 44
2016,15,Other,18 to 24
2016,14,Commercial,18 to 24
2016,3,Apartment,18 to 24
2016,21,Apartment,25 to 34
2016,15,Outside,25 to 34
2016,21,Outside,45 to 54
2016,14,Outside,45 to 54
2016,13,Commercial,18 to 24
2016,14,House,25 to 34
2016,16,House,18 to 24
2016,16,Apartment,65 and above
2016,8,Apartment,18 to 24
2016,15,Apartment,55 to 64
2016,8,Apartment,18 to 24
2016,2,Apartment,35 to 44
2016,20,House,18 to 24
2016,20,House,25 to 34
2016,1,Apartment,25 to 34
2016,1,Apartment,18 to 24
2016,3,House,25 to 34
2016,9,Apartment,18 to 24
2016,11,Apartment,18 to 24
2016,21,Apartment,35 to 44
2016,20,Other,55 to 64
2016,19,House,55 to 64
2016,10,Apartment,55 to 64
2016,23,House,25 to 34
2016,16,Apartment,45 to 54
2016,18,Apartment,45 to 54
2016,12,Other,18 to 24
2016,12,Other,35 to 44
2016,21,Apartment,25 to 34
2016,17,House,18 to 24
2016,20,Apartment,25 to 34
2016,17,Other,35 to 44
2016,20,Apartment,45 to 54
2016,19,Apartment,25 to 34
2016,19,House,65 and above
2016,17,Apartment,25 to 34
2016,10,Apartment,45 to 54
2016,21,House,45 to 54
2016,15,Other,55 to 64
2016,15,Apartment,25 to 34
2016,9,Apartment,65 and above
2016,8,Apartment,25 to 34
2016,2,Apartment,25 to 34
2016,18,Other,18 to 24
2016,17,Apartment,45 to 54
2016,17,Other,18 to 24
2016,15,Other,18 to 24
2016,10,Outside,18 to 24
2016,15,Apartment,65 and above
2016,15,Outside,65 and above
2016,14,Outside,18 to 24
2016,7,Transit,45 to 54
2016,23,House,25 to 34
2016,13,Other,35 to 44
2016,8,Apartment,18 to 24
2016,23,House,25 to 34
2016,10,House,18 to 24
2016,20,Apartment,45 to 54
2016,14,Apartment,35 to 44
2016,14,Apartment,45 to 54
2016,11,Other,65 and above
2016,17,Apartment,25 to 34
2016,20,Apartment,45 to 54
2016,15,Other,65 and above
2016,20,Transit,25 to 34
2016,11,Other,65 and above
2016,19,Outside,25 to 34
2016,18,Apartment,45 to 54
2016,17,House,65 and above
2016,1,House,18 to 24
2016,16,Other,25 to 34
2016,13,Other,65 and above
2016,12,Other,65 and above
2016,8,Other,18 to 24
2016,14,Apartment,55 to 64
2016,8,Outside,45 to 54
2016,10,Other,55 to 64
2016,13,Apartment,25 to 34
2016,15,Other,45 to 54
2016,14,Commercial,18 to 24
2016,18,Outside,25 to 34
2016,9,House,55 to 64
2016,14,Outside,45 to 54
2016,21,Apartment,25 to 34
2016,12,Other,45 to 54
2016,21,Commercial,18 to 24
2016,17,Apartment,55 to 64
2016,20,Apartment,55 to 64
2016,17,Apartment,45 to 54
2016,20,Commercial,25 to 34
2016,20,Apartment,18 to 24
2016,21,Apartment,55 to 64
2016,21,Apartment,55 to 64
2016,8,Other,55 to 64
